Time,p21r1,p21r2,p21r3,p28r1,p28r2,p28r3,p167r1,p167r2,p167r3,p168r1,p168r2,p168r3,p180r1,p180r2,p180r3,p181r1,p181r2,p181r3,p182r1,p182r2,p182r3,p195r1,p195r2,p195r3,p196r1,p196r2,p196r3,BLKr1,BLKr2,BLKr3
00:02:15,0.134,0.122,0.147,0.118,0.173,0.151,0.136,0.119,0.164,0.172,0.124,0.138,0.146,0.115,0.147,0.133,0.118,0.133,0.129,0.116,0.126,0.132,0.107,0.13,0.133,0.12,0.137,0.098,0.098,0.098
00:05:15,0.135,0.121,0.149,0.118,0.172,0.152,0.137,0.119,0.165,0.173,0.125,0.138,0.146,0.113,0.147,0.133,0.118,0.134,0.129,0.117,0.126,0.132,0.107,0.131,0.134,0.121,0.138,0.097,0.098,0.098
00:08:15,0.135,0.121,0.15,0.119,0.175,0.156,0.137,0.12,0.167,0.176,0.125,0.139,0.147,0.111,0.149,0.133,0.118,0.134,0.129,0.117,0.127,0.133,0.107,0.132,0.134,0.121,0.139,0.097,0.098,0.098
00:11:15,0.136,0.121,0.152,0.12,0.178,0.158,0.139,0.12,0.17,0.178,0.126,0.14,0.148,0.111,0.151,0.135,0.118,0.136,0.13,0.118,0.128,0.134,0.107,0.133,0.135,0.122,0.141,0.097,0.098,0.098
00:14:15,0.138,0.12,0.154,0.12,0.179,0.16,0.14,0.122,0.17,0.182,0.127,0.141,0.15,0.11,0.153,0.137,0.119,0.138,0.131,0.118,0.129,0.135,0.108,0.134,0.136,0.123,0.142,0.097,0.098,0.098
00:17:15,0.139,0.122,0.156,0.121,0.181,0.163,0.142,0.123,0.172,0.185,0.128,0.141,0.152,0.11,0.155,0.139,0.12,0.14,0.133,0.119,0.131,0.136,0.108,0.136,0.138,0.123,0.144,0.097,0.098,0.098
00:20:15,0.141,0.121,0.159,0.123,0.183,0.166,0.144,0.124,0.176,0.19,0.13,0.143,0.154,0.11,0.158,0.141,0.121,0.141,0.134,0.12,0.132,0.138,0.109,0.139,0.14,0.125,0.147,0.097,0.098,0.098
00:23:15,0.143,0.122,0.162,0.124,0.187,0.167,0.147,0.126,0.179,0.195,0.131,0.145,0.157,0.111,0.162,0.143,0.122,0.144,0.136,0.122,0.134,0.14,0.11,0.14,0.142,0.126,0.149,0.097,0.098,0.098
00:26:15,0.145,0.123,0.165,0.125,0.187,0.172,0.149,0.128,0.181,0.199,0.133,0.146,0.159,0.11,0.165,0.144,0.123,0.146,0.138,0.123,0.136,0.142,0.11,0.143,0.145,0.128,0.152,0.097,0.098,0.098
00:29:15,0.148,0.123,0.169,0.127,0.192,0.179,0.151,0.129,0.184,0.205,0.135,0.148,0.163,0.11,0.168,0.148,0.125,0.149,0.141,0.125,0.138,0.145,0.111,0.146,0.148,0.129,0.154,0.097,0.098,0.098
00:32:15,0.151,0.124,0.173,0.129,0.192,0.182,0.155,0.131,0.186,0.211,0.137,0.15,0.166,0.111,0.172,0.15,0.126,0.151,0.143,0.126,0.14,0.146,0.112,0.148,0.149,0.131,0.157,0.098,0.098,0.098
00:35:15,0.153,0.125,0.176,0.13,0.196,0.184,0.158,0.133,0.192,0.216,0.139,0.152,0.169,0.111,0.176,0.154,0.128,0.154,0.145,0.128,0.143,0.15,0.113,0.151,0.154,0.133,0.16,0.097,0.098,0.098
00:38:15,0.156,0.126,0.18,0.132,0.199,0.188,0.161,0.135,0.194,0.221,0.142,0.154,0.173,0.112,0.18,0.157,0.13,0.158,0.149,0.13,0.145,0.154,0.114,0.154,0.158,0.136,0.165,0.097,0.098,0.098
00:41:15,0.16,0.127,0.185,0.134,0.2,0.193,0.165,0.137,0.197,0.226,0.144,0.158,0.177,0.112,0.185,0.161,0.132,0.162,0.152,0.132,0.148,0.157,0.115,0.158,0.161,0.138,0.168,0.097,0.098,0.098
00:44:15,0.163,0.129,0.19,0.137,0.205,0.196,0.169,0.14,0.201,0.232,0.147,0.16,0.182,0.113,0.19,0.165,0.134,0.166,0.156,0.135,0.153,0.161,0.116,0.162,0.165,0.141,0.174,0.097,0.098,0.098
00:47:15,0.168,0.13,0.196,0.139,0.207,0.2,0.173,0.142,0.206,0.237,0.15,0.164,0.186,0.113,0.195,0.17,0.137,0.17,0.16,0.137,0.155,0.166,0.118,0.166,0.171,0.144,0.179,0.099,0.098,0.098
00:50:15,0.172,0.132,0.201,0.142,0.21,0.204,0.177,0.145,0.21,0.244,0.153,0.168,0.191,0.114,0.2,0.175,0.14,0.175,0.164,0.14,0.16,0.169,0.119,0.171,0.176,0.147,0.183,0.097,0.098,0.098
00:53:15,0.174,0.133,0.206,0.144,0.214,0.209,0.182,0.148,0.215,0.25,0.157,0.172,0.196,0.115,0.205,0.179,0.143,0.18,0.168,0.143,0.164,0.174,0.121,0.175,0.18,0.15,0.188,0.097,0.098,0.098
00:56:15,0.18,0.135,0.211,0.147,0.218,0.214,0.186,0.152,0.221,0.256,0.16,0.175,0.2,0.115,0.211,0.185,0.146,0.184,0.173,0.146,0.168,0.179,0.123,0.18,0.186,0.154,0.193,0.097,0.098,0.098
00:59:15,0.185,0.138,0.216,0.152,0.223,0.218,0.19,0.155,0.225,0.261,0.165,0.179,0.205,0.117,0.216,0.19,0.149,0.189,0.177,0.15,0.173,0.183,0.125,0.185,0.191,0.158,0.199,0.1,0.098,0.098
01:02:15,0.189,0.139,0.22,0.155,0.229,0.225,0.194,0.159,0.229,0.269,0.169,0.184,0.211,0.118,0.22,0.196,0.153,0.194,0.183,0.154,0.177,0.19,0.127,0.189,0.198,0.162,0.204,0.097,0.098,0.098
01:05:15,0.193,0.141,0.226,0.158,0.231,0.227,0.198,0.163,0.234,0.276,0.172,0.188,0.215,0.119,0.226,0.2,0.157,0.199,0.188,0.157,0.18,0.194,0.129,0.194,0.203,0.167,0.21,0.097,0.098,0.098
01:08:15,0.198,0.144,0.232,0.163,0.237,0.233,0.203,0.166,0.239,0.283,0.177,0.194,0.222,0.121,0.232,0.206,0.161,0.204,0.192,0.162,0.186,0.2,0.131,0.199,0.208,0.172,0.215,0.098,0.098,0.098
01:11:15,0.202,0.147,0.238,0.166,0.24,0.24,0.207,0.17,0.244,0.289,0.181,0.197,0.225,0.122,0.238,0.212,0.166,0.209,0.198,0.166,0.191,0.206,0.134,0.204,0.214,0.176,0.222,0.102,0.098,0.098
01:14:15,0.205,0.15,0.244,0.171,0.245,0.245,0.212,0.174,0.249,0.298,0.185,0.204,0.232,0.124,0.245,0.217,0.17,0.215,0.203,0.17,0.196,0.211,0.137,0.21,0.219,0.181,0.227,0.097,0.098,0.098
01:17:15,0.211,0.154,0.252,0.174,0.248,0.252,0.216,0.178,0.255,0.306,0.19,0.207,0.236,0.125,0.251,0.222,0.175,0.219,0.208,0.175,0.2,0.217,0.139,0.214,0.225,0.185,0.233,0.097,0.098,0.098
01:20:15,0.217,0.158,0.259,0.178,0.253,0.257,0.222,0.181,0.26,0.312,0.195,0.213,0.243,0.127,0.259,0.229,0.18,0.225,0.214,0.179,0.204,0.223,0.142,0.219,0.232,0.19,0.239,0.1,0.098,0.098
01:23:15,0.222,0.162,0.266,0.183,0.258,0.264,0.227,0.186,0.266,0.322,0.198,0.219,0.249,0.129,0.265,0.236,0.185,0.233,0.22,0.183,0.209,0.23,0.146,0.226,0.239,0.195,0.249,0.098,0.098,0.098
01:26:15,0.227,0.165,0.273,0.187,0.266,0.27,0.232,0.189,0.279,0.33,0.203,0.226,0.255,0.132,0.271,0.243,0.19,0.24,0.226,0.188,0.216,0.236,0.149,0.231,0.244,0.201,0.256,0.097,0.098,0.098
01:29:15,0.233,0.17,0.281,0.191,0.268,0.278,0.239,0.194,0.287,0.338,0.208,0.233,0.263,0.134,0.28,0.25,0.194,0.248,0.234,0.194,0.223,0.246,0.154,0.239,0.252,0.205,0.261,0.098,0.098,0.098
01:32:15,0.241,0.174,0.293,0.197,0.276,0.284,0.246,0.199,0.293,0.349,0.213,0.242,0.27,0.137,0.286,0.259,0.2,0.254,0.241,0.199,0.231,0.255,0.158,0.248,0.259,0.212,0.269,0.098,0.098,0.098
01:35:15,0.247,0.179,0.302,0.203,0.283,0.291,0.251,0.204,0.303,0.356,0.22,0.25,0.277,0.139,0.297,0.264,0.206,0.261,0.248,0.205,0.237,0.261,0.162,0.254,0.266,0.218,0.278,0.098,0.098,0.098
01:38:15,0.252,0.182,0.31,0.206,0.288,0.298,0.257,0.207,0.305,0.364,0.225,0.257,0.283,0.142,0.307,0.271,0.212,0.269,0.256,0.211,0.242,0.269,0.167,0.263,0.275,0.224,0.288,0.103,0.098,0.098
01:41:15,0.259,0.186,0.318,0.213,0.292,0.305,0.262,0.213,0.313,0.377,0.231,0.264,0.292,0.146,0.315,0.278,0.218,0.28,0.264,0.217,0.25,0.276,0.171,0.272,0.283,0.231,0.306,0.097,0.098,0.098
01:44:15,0.263,0.191,0.325,0.219,0.302,0.314,0.267,0.218,0.319,0.386,0.238,0.271,0.299,0.149,0.323,0.285,0.224,0.289,0.271,0.223,0.261,0.283,0.177,0.281,0.293,0.236,0.31,0.097,0.098,0.098
01:47:15,0.269,0.196,0.332,0.225,0.303,0.32,0.275,0.222,0.326,0.398,0.245,0.278,0.303,0.152,0.328,0.296,0.23,0.295,0.277,0.228,0.271,0.294,0.182,0.29,0.303,0.243,0.318,0.097,0.098,0.098
01:50:15,0.278,0.201,0.34,0.231,0.312,0.328,0.285,0.229,0.333,0.419,0.251,0.285,0.31,0.157,0.334,0.307,0.238,0.303,0.286,0.237,0.276,0.302,0.188,0.296,0.311,0.253,0.323,0.098,0.098,0.098
01:53:15,0.284,0.207,0.346,0.236,0.318,0.335,0.291,0.234,0.339,0.427,0.258,0.292,0.317,0.161,0.342,0.312,0.245,0.309,0.296,0.243,0.282,0.311,0.193,0.302,0.323,0.262,0.332,0.102,0.098,0.098
01:56:15,0.292,0.214,0.352,0.241,0.324,0.341,0.296,0.238,0.344,0.432,0.263,0.299,0.327,0.166,0.35,0.321,0.253,0.317,0.304,0.252,0.288,0.322,0.199,0.307,0.332,0.271,0.34,0.098,0.098,0.098
01:59:15,0.299,0.22,0.36,0.247,0.329,0.348,0.3,0.245,0.356,0.442,0.27,0.306,0.333,0.169,0.354,0.33,0.26,0.322,0.314,0.259,0.297,0.328,0.205,0.317,0.34,0.278,0.347,0.097,0.098,0.098
02:02:15,0.305,0.225,0.366,0.253,0.336,0.358,0.309,0.25,0.356,0.451,0.281,0.313,0.34,0.17,0.363,0.338,0.267,0.333,0.321,0.266,0.309,0.339,0.212,0.33,0.351,0.283,0.356,0.097,0.098,0.098
02:05:15,0.308,0.23,0.374,0.255,0.342,0.364,0.31,0.255,0.372,0.456,0.291,0.321,0.344,0.175,0.368,0.343,0.273,0.339,0.33,0.274,0.312,0.347,0.217,0.331,0.36,0.291,0.364,0.097,0.098,0.098
02:08:15,0.316,0.235,0.379,0.263,0.351,0.374,0.315,0.261,0.372,0.464,0.297,0.328,0.351,0.179,0.376,0.349,0.28,0.346,0.337,0.281,0.321,0.357,0.225,0.342,0.367,0.298,0.37,0.098,0.098,0.098
02:11:15,0.323,0.242,0.386,0.269,0.357,0.38,0.321,0.266,0.373,0.47,0.303,0.336,0.359,0.184,0.38,0.355,0.285,0.356,0.344,0.291,0.328,0.364,0.231,0.349,0.375,0.305,0.375,0.1,0.097,0.098
02:14:15,0.329,0.247,0.392,0.272,0.361,0.386,0.325,0.271,0.384,0.478,0.311,0.343,0.362,0.189,0.387,0.364,0.292,0.361,0.353,0.295,0.331,0.375,0.238,0.354,0.382,0.312,0.383,0.097,0.098,0.097
02:17:15,0.334,0.253,0.399,0.281,0.369,0.393,0.33,0.276,0.387,0.484,0.317,0.351,0.369,0.193,0.392,0.369,0.299,0.369,0.361,0.304,0.339,0.384,0.244,0.36,0.391,0.321,0.391,0.097,0.098,0.098
02:20:15,0.34,0.256,0.403,0.284,0.377,0.402,0.334,0.28,0.39,0.488,0.323,0.358,0.372,0.197,0.396,0.377,0.304,0.376,0.369,0.31,0.351,0.39,0.251,0.371,0.401,0.328,0.399,0.097,0.098,0.097
02:23:15,0.346,0.262,0.407,0.287,0.382,0.409,0.338,0.285,0.395,0.489,0.327,0.364,0.374,0.201,0.402,0.385,0.31,0.383,0.376,0.317,0.36,0.399,0.258,0.38,0.41,0.335,0.404,0.097,0.097,0.098
02:26:15,0.351,0.267,0.414,0.294,0.384,0.414,0.342,0.289,0.406,0.5,0.334,0.371,0.379,0.207,0.406,0.393,0.318,0.389,0.385,0.325,0.36,0.408,0.265,0.38,0.413,0.34,0.416,0.097,0.098,0.098
02:29:15,0.357,0.273,0.419,0.303,0.394,0.423,0.348,0.295,0.404,0.505,0.341,0.378,0.384,0.211,0.409,0.397,0.324,0.39,0.391,0.332,0.371,0.412,0.27,0.391,0.422,0.348,0.414,0.1,0.098,0.098
02:32:15,0.363,0.277,0.422,0.305,0.4,0.428,0.349,0.299,0.41,0.509,0.345,0.385,0.389,0.216,0.414,0.402,0.329,0.398,0.397,0.34,0.378,0.421,0.277,0.399,0.433,0.356,0.422,0.097,0.098,0.097
02:35:15,0.366,0.281,0.43,0.309,0.403,0.432,0.351,0.3,0.412,0.513,0.35,0.391,0.391,0.222,0.415,0.409,0.335,0.402,0.404,0.341,0.381,0.429,0.283,0.402,0.438,0.363,0.424,0.097,0.098,0.098
02:38:15,0.37,0.289,0.433,0.317,0.412,0.441,0.359,0.306,0.421,0.522,0.357,0.4,0.396,0.227,0.422,0.415,0.341,0.409,0.413,0.353,0.391,0.437,0.291,0.409,0.447,0.369,0.433,0.097,0.097,0.098
02:41:15,0.376,0.293,0.438,0.322,0.414,0.448,0.361,0.308,0.416,0.522,0.363,0.406,0.399,0.231,0.424,0.419,0.346,0.415,0.42,0.358,0.393,0.443,0.296,0.413,0.453,0.376,0.439,0.097,0.097,0.098
02:44:15,0.377,0.297,0.441,0.326,0.422,0.453,0.364,0.311,0.426,0.527,0.37,0.414,0.402,0.234,0.426,0.424,0.353,0.419,0.422,0.366,0.397,0.454,0.302,0.416,0.459,0.383,0.443,0.097,0.097,0.098
02:47:15,0.384,0.303,0.446,0.327,0.424,0.458,0.364,0.314,0.423,0.532,0.377,0.418,0.408,0.239,0.43,0.427,0.36,0.421,0.431,0.368,0.404,0.461,0.31,0.426,0.465,0.388,0.445,0.098,0.097,0.097
02:50:15,0.389,0.306,0.447,0.331,0.43,0.463,0.367,0.318,0.429,0.534,0.382,0.426,0.409,0.242,0.432,0.43,0.364,0.428,0.439,0.376,0.408,0.466,0.316,0.423,0.472,0.395,0.459,0.098,0.098,0.098
02:53:15,0.388,0.312,0.451,0.341,0.437,0.471,0.372,0.323,0.427,0.542,0.389,0.429,0.411,0.247,0.436,0.438,0.37,0.434,0.445,0.384,0.42,0.472,0.325,0.436,0.479,0.401,0.464,0.097,0.097,0.097
02:56:15,0.392,0.315,0.454,0.344,0.437,0.477,0.374,0.324,0.433,0.544,0.393,0.437,0.413,0.251,0.438,0.439,0.374,0.438,0.448,0.39,0.425,0.475,0.332,0.444,0.482,0.408,0.464,0.097,0.097,0.097
02:59:15,0.397,0.32,0.461,0.345,0.441,0.478,0.373,0.326,0.431,0.549,0.399,0.443,0.414,0.256,0.439,0.444,0.38,0.438,0.454,0.39,0.427,0.479,0.339,0.449,0.486,0.411,0.479,0.097,0.097,0.097
03:02:15,0.398,0.324,0.461,0.354,0.451,0.488,0.378,0.33,0.439,0.555,0.401,0.448,0.42,0.257,0.444,0.448,0.385,0.448,0.464,0.401,0.439,0.492,0.346,0.456,0.495,0.419,0.482,0.097,0.098,0.097
03:05:15,0.403,0.33,0.465,0.36,0.451,0.49,0.379,0.332,0.434,0.56,0.409,0.454,0.419,0.264,0.443,0.449,0.39,0.445,0.472,0.407,0.448,0.496,0.35,0.462,0.5,0.425,0.504,0.098,0.098,0.097
03:08:15,0.406,0.334,0.468,0.366,0.454,0.495,0.38,0.334,0.44,0.561,0.411,0.459,0.422,0.267,0.443,0.455,0.395,0.447,0.474,0.411,0.442,0.503,0.357,0.464,0.507,0.435,0.49,0.098,0.097,0.097
03:11:15,0.406,0.338,0.469,0.37,0.459,0.5,0.381,0.337,0.438,0.562,0.418,0.465,0.422,0.272,0.447,0.457,0.399,0.456,0.482,0.419,0.446,0.511,0.363,0.464,0.509,0.435,0.492,0.097,0.097,0.097
03:14:15,0.409,0.342,0.471,0.374,0.466,0.506,0.383,0.338,0.436,0.566,0.423,0.467,0.423,0.274,0.448,0.459,0.404,0.461,0.486,0.423,0.461,0.513,0.37,0.474,0.512,0.443,0.495,0.097,0.097,0.097
03:17:15,0.416,0.346,0.472,0.376,0.47,0.512,0.384,0.34,0.434,0.569,0.43,0.474,0.424,0.279,0.449,0.464,0.406,0.464,0.491,0.427,0.463,0.52,0.377,0.481,0.523,0.445,0.501,0.097,0.097,0.097
03:20:15,0.414,0.352,0.476,0.378,0.472,0.513,0.385,0.34,0.44,0.575,0.435,0.48,0.426,0.283,0.449,0.464,0.411,0.462,0.499,0.434,0.468,0.525,0.383,0.478,0.528,0.453,0.519,0.097,0.097,0.097
03:23:15,0.416,0.355,0.478,0.385,0.479,0.519,0.387,0.344,0.445,0.581,0.44,0.486,0.428,0.29,0.451,0.469,0.415,0.465,0.503,0.441,0.474,0.532,0.391,0.491,0.531,0.457,0.508,0.1,0.097,0.097
03:26:15,0.418,0.359,0.48,0.389,0.479,0.52,0.387,0.344,0.443,0.583,0.444,0.491,0.431,0.292,0.451,0.47,0.419,0.466,0.509,0.445,0.47,0.539,0.397,0.487,0.538,0.46,0.519,0.097,0.097,0.097
03:29:15,0.422,0.361,0.483,0.391,0.485,0.527,0.387,0.346,0.44,0.585,0.448,0.495,0.43,0.295,0.453,0.472,0.422,0.473,0.512,0.45,0.48,0.541,0.403,0.495,0.544,0.468,0.509,0.097,0.097,0.097
03:32:15,0.425,0.363,0.484,0.396,0.486,0.53,0.386,0.345,0.446,0.585,0.455,0.499,0.432,0.299,0.452,0.476,0.425,0.473,0.51,0.452,0.482,0.549,0.408,0.5,0.551,0.472,0.52,0.097,0.097,0.097
03:35:15,0.425,0.368,0.486,0.397,0.492,0.537,0.388,0.347,0.441,0.589,0.456,0.504,0.43,0.302,0.453,0.475,0.429,0.477,0.522,0.459,0.49,0.547,0.412,0.497,0.554,0.478,0.535,0.097,0.097,0.097
03:38:15,0.43,0.372,0.487,0.398,0.493,0.538,0.391,0.348,0.446,0.596,0.461,0.509,0.435,0.304,0.453,0.481,0.433,0.477,0.53,0.464,0.493,0.555,0.419,0.5,0.556,0.481,0.545,0.097,0.097,0.097
03:41:15,0.432,0.374,0.488,0.404,0.499,0.542,0.389,0.348,0.444,0.595,0.467,0.515,0.436,0.31,0.455,0.48,0.434,0.482,0.529,0.468,0.497,0.562,0.427,0.499,0.563,0.485,0.529,0.097,0.097,0.098
03:44:15,0.428,0.377,0.488,0.412,0.501,0.545,0.39,0.349,0.445,0.599,0.472,0.518,0.437,0.313,0.456,0.483,0.439,0.484,0.532,0.471,0.497,0.565,0.431,0.503,0.565,0.49,0.529,0.097,0.097,0.097
03:47:15,0.433,0.38,0.49,0.411,0.505,0.553,0.39,0.351,0.446,0.601,0.476,0.522,0.438,0.315,0.457,0.486,0.44,0.488,0.541,0.479,0.503,0.568,0.436,0.515,0.567,0.496,0.533,0.099,0.097,0.097
03:50:15,0.435,0.382,0.491,0.416,0.508,0.552,0.391,0.353,0.441,0.601,0.478,0.523,0.436,0.318,0.458,0.488,0.443,0.49,0.537,0.482,0.508,0.57,0.442,0.516,0.569,0.5,0.534,0.1,0.097,0.097
03:53:15,0.435,0.386,0.493,0.418,0.51,0.558,0.391,0.352,0.439,0.605,0.484,0.53,0.435,0.323,0.456,0.49,0.448,0.49,0.552,0.486,0.514,0.577,0.448,0.527,0.578,0.501,0.54,0.097,0.097,0.097
03:56:15,0.439,0.39,0.493,0.423,0.514,0.558,0.389,0.353,0.44,0.607,0.488,0.534,0.438,0.325,0.457,0.49,0.45,0.491,0.549,0.49,0.511,0.579,0.454,0.515,0.572,0.507,0.538,0.096,0.097,0.097
03:59:15,0.439,0.388,0.495,0.425,0.517,0.563,0.388,0.354,0.439,0.61,0.49,0.535,0.436,0.325,0.459,0.493,0.451,0.493,0.555,0.497,0.518,0.581,0.459,0.528,0.578,0.513,0.535,0.097,0.097,0.097
04:02:15,0.438,0.391,0.492,0.425,0.518,0.567,0.389,0.352,0.443,0.609,0.493,0.536,0.437,0.325,0.457,0.492,0.452,0.495,0.554,0.497,0.525,0.584,0.465,0.533,0.581,0.519,0.548,0.096,0.097,0.097
04:05:15,0.442,0.394,0.491,0.43,0.521,0.571,0.389,0.353,0.439,0.613,0.499,0.544,0.439,0.329,0.457,0.493,0.452,0.494,0.554,0.503,0.527,0.586,0.468,0.537,0.584,0.519,0.547,0.097,0.097,0.097
04:08:15,0.445,0.395,0.495,0.436,0.526,0.57,0.387,0.354,0.44,0.614,0.503,0.545,0.439,0.331,0.456,0.497,0.458,0.496,0.563,0.505,0.53,0.591,0.476,0.539,0.584,0.526,0.546,0.097,0.097,0.097
04:11:15,0.442,0.398,0.494,0.438,0.529,0.574,0.388,0.354,0.444,0.615,0.505,0.551,0.438,0.335,0.456,0.494,0.458,0.496,0.559,0.509,0.521,0.592,0.482,0.53,0.585,0.526,0.553,0.097,0.097,0.097
04:14:15,0.443,0.397,0.497,0.44,0.533,0.578,0.388,0.355,0.439,0.617,0.507,0.552,0.44,0.335,0.457,0.497,0.462,0.499,0.559,0.516,0.532,0.591,0.485,0.54,0.592,0.53,0.552,0.097,0.097,0.097
04:17:15,0.446,0.404,0.495,0.44,0.532,0.58,0.391,0.357,0.44,0.624,0.515,0.555,0.439,0.339,0.457,0.501,0.462,0.5,0.576,0.52,0.539,0.602,0.49,0.55,0.596,0.532,0.548,0.097,0.097,0.097
04:20:15,0.442,0.403,0.495,0.449,0.533,0.581,0.387,0.357,0.442,0.624,0.514,0.556,0.435,0.339,0.455,0.498,0.463,0.5,0.573,0.518,0.541,0.601,0.495,0.55,0.597,0.534,0.558,0.096,0.097,0.097
04:23:15,0.444,0.406,0.497,0.451,0.535,0.585,0.387,0.358,0.437,0.625,0.519,0.56,0.436,0.342,0.454,0.5,0.466,0.5,0.578,0.526,0.543,0.606,0.5,0.551,0.6,0.535,0.55,0.097,0.097,0.097
04:26:15,0.447,0.406,0.494,0.448,0.54,0.586,0.385,0.356,0.438,0.621,0.522,0.564,0.438,0.343,0.453,0.501,0.468,0.502,0.574,0.525,0.539,0.607,0.503,0.546,0.601,0.54,0.562,0.099,0.097,0.097
04:29:15,0.449,0.405,0.496,0.451,0.542,0.591,0.387,0.357,0.435,0.63,0.526,0.565,0.436,0.342,0.454,0.502,0.467,0.501,0.577,0.528,0.547,0.608,0.505,0.563,0.603,0.541,0.568,0.096,0.097,0.097
04:32:15,0.448,0.408,0.496,0.456,0.542,0.589,0.384,0.358,0.441,0.629,0.527,0.566,0.434,0.344,0.453,0.501,0.471,0.502,0.585,0.532,0.546,0.614,0.513,0.558,0.604,0.543,0.564,0.096,0.097,0.097
04:35:15,0.45,0.408,0.496,0.45,0.545,0.593,0.385,0.357,0.437,0.629,0.531,0.569,0.436,0.344,0.454,0.504,0.47,0.503,0.579,0.536,0.551,0.614,0.516,0.557,0.605,0.546,0.568,0.096,0.097,0.097
04:38:15,0.449,0.409,0.496,0.457,0.548,0.593,0.384,0.357,0.438,0.635,0.532,0.573,0.437,0.345,0.453,0.501,0.472,0.504,0.588,0.537,0.55,0.611,0.521,0.553,0.61,0.548,0.571,0.097,0.097,0.097
04:41:15,0.45,0.409,0.497,0.457,0.55,0.6,0.385,0.358,0.444,0.635,0.536,0.575,0.434,0.346,0.453,0.502,0.472,0.505,0.59,0.542,0.558,0.62,0.524,0.569,0.61,0.551,0.573,0.1,0.097,0.097
04:44:15,0.448,0.411,0.496,0.467,0.55,0.6,0.383,0.357,0.437,0.638,0.538,0.579,0.434,0.347,0.451,0.501,0.473,0.503,0.587,0.54,0.553,0.62,0.528,0.558,0.609,0.554,0.577,0.097,0.097,0.097
04:47:15,0.444,0.413,0.494,0.472,0.558,0.603,0.385,0.358,0.434,0.638,0.539,0.576,0.433,0.348,0.453,0.504,0.476,0.505,0.597,0.547,0.564,0.623,0.534,0.569,0.616,0.555,0.572,0.097,0.097,0.097
04:50:15,0.447,0.416,0.496,0.46,0.555,0.606,0.383,0.358,0.435,0.638,0.542,0.58,0.433,0.349,0.451,0.503,0.476,0.504,0.597,0.553,0.568,0.623,0.536,0.575,0.614,0.56,0.566,0.097,0.097,0.097
04:53:15,0.446,0.412,0.497,0.472,0.556,0.605,0.382,0.357,0.441,0.64,0.541,0.584,0.431,0.349,0.452,0.499,0.476,0.506,0.598,0.55,0.564,0.624,0.535,0.574,0.621,0.562,0.568,0.096,0.097,0.097
04:56:15,0.45,0.412,0.496,0.474,0.556,0.611,0.383,0.357,0.435,0.642,0.547,0.584,0.432,0.347,0.451,0.503,0.477,0.505,0.603,0.554,0.571,0.629,0.543,0.583,0.62,0.563,0.578,0.096,0.097,0.097
04:59:15,0.45,0.414,0.494,0.48,0.56,0.61,0.383,0.357,0.431,0.644,0.548,0.586,0.432,0.348,0.45,0.503,0.477,0.505,0.602,0.56,0.571,0.633,0.548,0.583,0.619,0.561,0.584,0.096,0.097,0.097
05:02:15,0.449,0.415,0.495,0.472,0.562,0.606,0.38,0.356,0.431,0.642,0.549,0.587,0.431,0.35,0.448,0.503,0.478,0.503,0.602,0.558,0.572,0.631,0.548,0.578,0.616,0.565,0.578,0.097,0.097,0.097
05:05:15,0.448,0.415,0.494,0.477,0.56,0.61,0.38,0.355,0.439,0.641,0.554,0.589,0.43,0.348,0.447,0.499,0.478,0.503,0.601,0.555,0.565,0.632,0.551,0.576,0.625,0.568,0.585,0.1,0.097,0.097
